"id","station_number","city_id","district_id","station_name","address","is_private","brand_id","latitude","longitude"
"2955","ŞRJ/14142",,,"4.LEVENT","Konaklar Mahallesi Akasyalı Sokağı  No:1 Beşiktaş / İSTANBUL","0","119","41.0860231","29.0070576"
"2956","ŞRJ/14144",,,"İSTİNYE PARK AVM","Pınar Mahallesi Katar Caddesi  No:11 Sarıyer / İSTANBUL","0","113","41.1112962","29.0339977"
"2957","ŞRJ/14166",,,"A Plus AVM, Bakırköy","Ataköy 2-5-6. Mahallesi  No:11/12A  Ataköy Plus Avm Bakırköy / İSTANBUL","0","56","40.9784939","28.850751"
"2958","ŞRJ/14191",,,"Has Otomotiv, Avcılar","Üniversite Mahallesi Bağlariçi Caddesi  No:27 Avcılar / İSTANBUL","0","56","40.9802544","28.7205427"
"2959","ŞRJ/14196",,,"Civil Mağazacılık, Beylikdüzü","Gökevler Mahallesi 2312 Sokağı  No:12 Esenyurt / İSTANBUL","0","56","40.9910381","28.6498144"
"2960","ŞRJ/14227",,,"KİPTAŞ SİLİVRİ 2. ETAP","Silivri Kiptaş 2. Etap Mahallesi  No:23 Silivri / İSTANBUL","0","10","41.073678","28.247868"
"2961","ŞRJ/40",,,"Has Otoport, Esenyurt","Turgut Özal Mahallesi 70. Sokağı  No:46 Esenyurt / İSTANBUL","0","56","41.0020582","28.6893163"
"2962","ŞRJ/14241",,,"Greenist Sitesi","Yenibosna Merkez Mahallesi Yalçın Kores Caddesi  No:14 Bahçelievler / İSTANBUL","0","154","41.022809","28.8157278"
"2963","ŞRJ/14257",,,"Medipol Mega Üniversite Hastanesi","Göztepe Mahallesi  No:1 Bağcılar / İSTANBUL","0","166","41.0587622","28.843066"
"2964","ŞRJ/14261",,,"Arçelik Kampanya Mağazası","Üniversite Mahallesi E5 Yanyol Üzeri Caddesi  No:84 Avcılar / İSTANBUL","0","166","40.993836","28.7090985"
"2965","ŞRJ/14270",,,"Gülener Arçelik","Şenlikköy Mahallesi Florya Caddesi  No:74 Bakırköy / İSTANBUL","0","166","41.0082376","28.9783589"
"2966","ŞRJ/4049",,,"SERTPLAS A.Ş.","Büyük Kılıçlı Mahallesi Hançer Sokağı  No:16 Silivri / İSTANBUL","0","163","41.0082376","28.9783589"
"2967","ŞRJ/14283",,,"Gayrettepe İstanbul","Levazım Mahallesi Koru Sokağı  No:2 Beşiktaş / İSTANBUL","0","149","41.0641962","29.0067111"
"2968","ŞRJ/14285",,,"Opet Ceynak Lojistik","Yenibosna Merkez Mahallesi Cemal Ulusoy Caddesi  No:21 Bahçelievler / İSTANBUL","0","166","41.0156057","28.8102447"
"2969","ŞRJ/14289",,,"Kayaşehir 18. Bölge Toki B8 Blok","Kayabaşı Mahallesi Safahat Sokağı  No:1/R Başakşehir / İSTANBUL","0","117","41.1265646","28.775073"
"2970","ŞRJ/364",,,"TRUMP TOWERS AVM","Kuştepe Mahallesi Mecidiyeköy Yolu Caddesi  No:12 Şişli / İSTANBUL","0","10","41.0681246","28.9921761"
"2971","ŞRJ/14297",,,"Kök Petrol","Mahmutbey Mahallesi İnönü Caddesi  No:95 Bağcılar / İSTANBUL","0","113","41.0588401","28.8311226"
"2972","ŞRJ/14320",,,"Tezgah Kebap Etiler","Akat Mahallesi Yeşim Sokağı  No:23 /A Beşiktaş / İSTANBUL","0","32","41.0802137","29.0258424"
"2973","ŞRJ/14326",,,"Ramada Plaza By Wyndham İstanbul City Center","Halaskargazi Mahallesi Halaskargazi Caddesi  No:63 Şişli / İSTANBUL","0","106","41.0509691","28.9871575"
"2974","ŞRJ/14337",,,"Hyatt Centric","Levent Mahallesi Büyükdere Caddesi  No:136 Beşiktaş / İSTANBUL","0","133","41.075429","29.015375"
"2975","ŞRJ/14346",,,"NEF08 KAĞITHANE AC-1, AC-2","Çağlayan Mahallesi Tuana Sokağı  No:29/B Kağıthane / İSTANBUL","0","22","41.0778075","28.9825996"
"2976","ŞRJ/14347",,,"PANORAMA KÜÇÜKKÖY AC-1","Yeni Mahalle Mahallesi 594 Sokağı  No:2-4 Gaziosmanpaşa / İSTANBUL","0","22","41.0772135","28.9018855"
"2977","ŞRJ/14348",,,"PANORAMA KÜÇÜKKÖY AC-2, AC-3","Yeni Mahalle Mahallesi 594 Sokağı  No:2-4 Gaziosmanpaşa / İSTANBUL","0","22","41.0772135","28.9018855"
"2978","ŞRJ/14349",,,"PANORAMA KÜÇÜKKÖY AC-4","Yeni Mahalle Mahallesi 594 Sokağı  No:2-4 Gaziosmanpaşa / İSTANBUL","0","22","41.0772135","28.9018855"
"2979","ŞRJ/14352",,,"İSTANBUL LOUNGE 1A BLOK AC-1","Atakent Mahallesi 234 Sokağı  İstanbul Lounge 2 Sitesi 1a Blk. Küçükçekmece / İSTANBUL","0","22","41.0233133","29.0131357"
"2980","ŞRJ/6784",,,"TEMA İSTANBUL BAHÇE","Atakent Mahallesi . Caddesi 243. Sokağı  No:24 /. Küçükçekmece / İSTANBUL","0","165","41.0082376","28.9783589"
"2981","ŞRJ/14362",,,"ERGUVANKENT YÖNETİM AC-1, AC-2","Ferhatpaşa Mahallesi Bilge Kağan Sokağı  No:77/E Çatalca / İSTANBUL","0","22","41.0082376","28.9783589"
"2982","ŞRJ/14368",,,"Bİ MOLA ODAYERİ","Kuzey Marmara Otoyolu Caddesi  Çiftalan Eyüpsultan / İSTANBUL","0","50","41.2367","28.8564"
"2983","ŞRJ/14369",,,"VADİ KORU - KAPALI OTOPARK","Ayazağa Mahallesi Kemerburgaz Caddesi  No:10 Sarıyer / İSTANBUL","0","50","41.0082376","28.9783589"
"2984","ŞRJ/14370",,,"VADİ KORU","Ayazağa Mahallesi Kemerburgaz Caddesi  No:10 Sarıyer / İSTANBUL","0","50","41.1135512","28.984919"
"2985","ŞRJ/14371",,,"FORTİS İSTANBUL","Kartaltepe Mahallesi Malazgirt Caddesi  No:10 Küçükçekmece / İSTANBUL","0","50","41.0061454","28.8091783"
"2986","ŞRJ/14394",,,"Karabağ Arçelik Bayi","Yakuplu Mahallesi Osmangazi Caddesi  No:1/2 /B BLOK Beylikdüzü / İSTANBUL","0","166","41.029007","28.6829459"
"2987","ŞRJ/14400",,,"Koç Üniversitesi Sağlık Merkezi ve Lojmanlar Otoparkı","Rumeli Mahallesi Rumeli Feneri Yolu Caddesi Sarıyer / İSTANBUL","0","166","41.2035458","29.070076"
"2988","ŞRJ/10447",,,"Galataport AVM","Kılıçali Paşa Mahallesi Meclisi Mebusan Caddesi  No:8-102 Beyoğlu / İSTANBUL","0","34","41.0082376","28.9783589"
"2989","ŞRJ/10448",,,"Galataport Ofis","Kılıçali Paşa Mahallesi Meclis-i Mebusan Caddesi  No:8-102 Beyoğlu / İSTANBUL","0","34","41.0276477","28.9852806"
"2990","ŞRJ/14423",,,"BAB Plaza","Merkez Mahallesi Cendere Caddesi  No:30 Kağıthane / İSTANBUL","0","166","41.0875175","28.9823518"
"2991","ŞRJ/14424",,,"Koç Üniversitesi Hastanesi","Topkapı Mahallesi Davutpaşa Caddesi Zeytinburnu / İSTANBUL","0","166","41.0236823","28.917448"
"2992","ŞRJ/14426",,,"Rixos Tersane İstanbul","Haliç Camii Kebir Mahallesi Tersane Caddesi  No:5 Beyoğlu / İSTANBUL","0","166","41.0350555","28.9591968"
"2993","ŞRJ/14425",,,"Zeplin Levent Life","Ortabayır Mahallesi Dereboyu Caddesi  No:6/34 Kağıthane / İSTANBUL","0","170","41.0792425","29.0075233"
"2994","ŞRJ/14427",,,"Zeplin Marmara 4 Evleri","Kavaklı Mahallesi Olimpiyat Caddesi  No:11/6  Otopark Dağıtım Beylikdüzü / İSTANBUL","0","170","40.986762","28.6622249"
"2995","ŞRJ/14428",,,"Zeplin Startowers A1","Necip Fazıl Kısakürek Mahallesi Ankakuşu Sk Sokağı  No:2-E /A1  Ortak Alan Esenyurt / İSTANBUL","0","170","41.0082376","28.9783589"
"2996","ŞRJ/14429",,,"Zeplin Startowers A2","Necip Fazıl Kısakürek Mahallesi Ankakuşu Sokağı  No:A2 /2-D Esenyurt / İSTANBUL","0","170","41.0334423","28.6489153"
"2997","ŞRJ/14430",,,"Zeplin Startowers A3","Necip Fazıl Kısakürek Mahallesi Ankakuşu Sokağı  No:A3 /2-B Esenyurt / İSTANBUL","0","170","41.0082376","28.9783589"
"2998","ŞRJ/14431",,,"Otojet - TotalEnergies Kemer Petrol","Mithatpaşa Mahallesi  No:151 Eyüpsultan / İSTANBUL","0","110","41.0082376","28.9783589"
"2999","ŞRJ/14433",,,"Self İstanbul","Zafer Mahallesi 177 Sokağı  No:1A Esenyurt / İSTANBUL","0","143","41.0138594","28.6800429"
"3000","ŞRJ/14434",,,"Altur İstanbul - Volkswagen","Yenibosna Merkez Mahallesi Cemal Ulusoy Caddesi  No:1/1 Bahçelievler / İSTANBUL","0","34","41.0082376","28.9783589"
"3001","ŞRJ/14443",,,"GÜNGÖREN CLASS","Abdurrahman Nafiz Gürman Caddesi  No:2200 Güngören / İSTANBUL","0","131","41.020546","28.874244"
"3002","ŞRJ/14446",,,"KÜÇÜKÇEKMECE CLASS","Kartaltepe Mahallesi E-5 Yanyolu Caddesi Küçükçekmece / İSTANBUL","0","131","41.0086579","28.775342"
"3003","ŞRJ/14447",,,"BAŞAKŞEHİR BP","Toros Caddesi  No:11 Başakşehir / İSTANBUL","0","131","41.1015173","28.7897558"
"3004","ŞRJ/14448",,,"YENİBOSNA SHELL","Yenibosna Mahallesi Yıldırım Beyazıt Caddesi  No:208 Bahçelievler / İSTANBUL","0","131","41.013246","28.8159812"
"3005","ŞRJ/14455",,,"EMPIRE RESIDANCE AVCILAR","Üniversite Mahallesi Aşık Mahzuni Sokağı  No:4 Avcılar / İSTANBUL","0","165","40.9939825","28.709397"
"3006","ŞRJ/14457",,,"KMO BiMola ODAYERİ","Odayeri Mahallesi  Bimola Odayeri Dinlenme Tesisi Eyüpsultan / İSTANBUL","0","130","41.2367","28.8564"
"3007","ŞRJ/8989",,,"KA GREEN HALKALI SİTESİ_İSTANBUL_ŞARJMATİK","Atakent Mahallesi 1203 Sokağı  No:26 H Küçükçekmece / İSTANBUL","0","134","41.0082376","28.9783589"
"3008","ŞRJ/1852",,,"AVRUPA KONUTLARI TEM","Karayolları Mahallesi Abdi İpekçi Caddesi  No:34 Gaziosmanpaşa / İSTANBUL","0","10","41.0862941","28.9034178"
"3009","ŞRJ/2191",,,"KİPTAŞ VADİTEPE BAHÇEŞEHİR","Bahçeşehir 1. Kısım Mahallesi Sakarya Caddesi  No:55 Başakşehir / İSTANBUL","0","10","41.0747693","28.6950001"
"3010","ŞRJ/368",,,"NEF BAHÇELİEVLER","Bahçelievler Merkez Mahallesi Adnan Kahveci Caddesi  No:5 Güngören / İSTANBUL","0","10","41.0110909","28.8795036"
"3011","ŞRJ/14463",,,"İSTANBUL LOUNGE 1A BLOK AC-2","Atakent Mahallesi 234. Sokağı  İstanbul Lounge 2 Sitesi 1 A Blok Küçükçekmece / İSTANBUL","0","22","41.0233133","29.0131357"
"3012","ŞRJ/14465",,,"İSTANBUL LOUNGE 2C BLOK AC-1","Atakent Mahallesi 234. Sokağı  İstanbul Lounge 2 Sitesi 2c Blok Küçükçekmece / İSTANBUL","0","22","41.018804","28.6412008"
"3013","ŞRJ/14466",,,"İSTANBUL LOUNGE 2D BLOK AC-1","Atakent Mahallesi 234, Sokağı  İstanbul Lounge 2 Sitesi 2d Blok Küçükçekmece / İSTANBUL","0","22","41.0082376","28.9783589"
"3014","ŞRJ/14468",,,"İSTANBUL LOUNGE 4. BLOK AC-1","Atakent Mahallesi 234. Sokağı  İstanbul Lounge 2 Sitesi 4. Blok Küçükçekmece / İSTANBUL","0","22","41.0861872","28.7924868"
"3015","ŞRJ/14469",,,"ISPARTAKULE EVLERİ C4 A-B BLOK AC-1, AC-2","Tahtakale Mahallesi Saraypatı Sokağı  No:622 A  C4 A-b Blok Avcılar / İSTANBUL","0","22","41.0643861","28.7121309"
"3016","ŞRJ/14470",,,"ISPARTAKULE EVLERİ B BLOK AC-1, AC-2","Tahtakale Mahallesi Saraypatı Sokağı  No:622 A  B Blok Avcılar / İSTANBUL","0","22","41.0643861","28.7121309"
"3017","ŞRJ/14471",,,"ISPARTAKULE EVLERİ A3 BLOK AC-1, AC-2","Tahtakale Mahallesi Saraypatı Sokağı  No:622 A  A-3 Blok Avcılar / İSTANBUL","0","22","41.0978163","28.7931908"
"3018","ŞRJ/14476",,,"Arçelik Sefaköy Gürses","Fevzi Çakmak Mah Mahallesi Halkalı Cd. Caddesi  No:No:189 Küçükçekmece / İSTANBUL","0","166","41.006611","28.7957578"
"3019","ŞRJ/1418",,,"GÜNEŞPARK EVLERİ 2","Atakent Mahallesi 213 Sokağı  No:2 Küçükçekmece / İSTANBUL","0","165","41.0429003","28.7898003"
"3020","ŞRJ/11924",,,"Güneşlipark AVM","Güneşli Mahallesi Fevzi Çakmak Caddesi  No:2 Bağcılar / İSTANBUL","0","153","41.0318558","28.8250485"
"3021","ŞRJ/13644",,,"Işıklar OHT (İCA)","Pirinççi Mahallesi  Kuzey Marmara Otoyolu Eyüpsultan / İSTANBUL","0","153","41.0082376","28.9783589"
"3022","ŞRJ/13646",,,"Odayeri OHT (İCA)","Çiftalan Mahallesi  Kuzey Marmara Otoyolu Eyüpsultan / İSTANBUL","0","153","41.2367","28.8564"
"3023","ŞRJ/13872",,,"Aqua Florya Akvaryum","Şenlikköy Mahallesi Halkalı Caddesi  No:93/1  Aqua Florya Açık Otopark Bakırköy / İSTANBUL","0","153","40.965505","28.7979517"
"3024","ŞRJ/13875",,,"İstanbul Üniversitesi-Cerrahpaşa","Üniversite Mahallesi Sarıgül Sokağı  No:97 Avcılar / İSTANBUL","0","153","40.989464","28.7242816"
"3025","ŞRJ/14019",,,"Borsa İstanbul","Reşitpaşa Mahallesi Borsa İstanbul Caddesi Sarıyer / İSTANBUL","0","153","41.0082376","28.9783589"
"3026","ŞRJ/14088",,,"Esenyurt Hilton Garden INN","Barbaros Hayrettin Paşa Mahallesi 1999 Sokağı  No:9 Esenyurt / İSTANBUL","0","153","41.0343177","28.6614809"
"3027","ŞRJ/14683",,,"İstinyePark AVM","Pınar Mahallesi Katar Caddesi  No:11 Sarıyer / İSTANBUL","0","153","41.1112962","29.0339977"
"3028","ŞRJ/14940",,,"Ispartakule Sitesi","Tahtakale Mahallesi  Emlak Konut Ispartakule Evlerii Avcılar / İSTANBUL","0","153","41.0226273","29.1314316"
"3029","ŞRJ/14941",,,"Nef 12 Zeytinburnu","Maltepe Mahallesi  No:3  Çırpıcı Yolu B Çıkmazı Zeytinburnu / İSTANBUL","0","153","41.0114074","28.900661"
"3030","ŞRJ/11217",,,"TOGER BAHÇEŞEHİR SPOR PARKI","Bahçeşehir 2.kısım Mahallesi Şelale Caddesi  No:3 Başakşehir / İSTANBUL","0","150","41.0801759","28.6855444"
"3031","ŞRJ/15024",,,"ATA PROJESİ DC","Atatürk Mahallesi İkitelli Caddesi  No:178 Küçükçekmece / İSTANBUL","0","44","41.0082376","28.9783589"
"3032","ŞRJ/5128",,,"TOGER - BAŞAKŞEHİR BELEDİYESİ","Kayabaşı Mahallesi 15 Temmuz Sokağı  No:7 Başakşehir / İSTANBUL","0","150","41.1015173","28.7897558"
"3033","ŞRJ/12710",,,"TUAl 1 SİTESİ","Bahçeşehir 2 Kısım Mahallesi  No:9/1 Başakşehir / İSTANBUL","0","150","41.0082376","28.9783589"
"3034","ŞRJ/12704",,,"vaditepe Gölevleri-TOGER","Bahçeşehir 1.kısım Mahallesi Vali Recep Yazıcıoğlu Caddesi  Vaditepegöl Evleri Başakşehir / İSTANBUL","0","150","40.8342671","29.2973881"
"3035","ŞRJ/15041",,,"TOGER-BİZİMADA SİTESİ","Kayabaşı Mahallesi Fetihtepe Caddesi  13.bölge Başakşehir / İSTANBUL","0","150","41.0082376","28.9783589"
"3036","ŞRJ/15029",,,"ETİLER FS PRIVATE RESIDENCES","Nispetiye Mahallesi Belediye Sitesi Yolu Caddesi  No:1 Beşiktaş / İSTANBUL","0","165","41.0760237","29.0254828"
"3037","ŞRJ/15042",,,"Zeplin Kavacık Konutları 1","Başak Mahallesi Ertuğrul Gazi Caddesi  No:24A  5.etap1.kısım6.böl C-22 Başakşehir / İSTANBUL","0","170","41.0927345","29.0838099"
"3038","ŞRJ/15043",,,"Zeplin Kavacık Konutları 2","Başak Mahallesi Ertuğrul Gazi Caddesi  No:24F  5.etap1.kısım6.böl C-21 Başakşehir / İSTANBUL","0","170","41.0927345","29.0838099"
"3039","ŞRJ/15044",,,"Zeplin Kavacık Konutları 3","Başak Mahallesi Gazi Caddesi  5.etap1.kısım6.böl C-21 Başakşehir / İSTANBUL","0","170","41.0927345","29.0838099"
"3040","ŞRJ/15045",,,"Zeplin Kavacık Konutları 4","Zafer Mahallesi Yüksel Sokağı  No:15  5.etap1.kısım6.böl C-22 Başakşehir / İSTANBUL","0","170","41.0927345","29.0838099"
"3041","ŞRJ/15046",,,"Zeplin Erguvan Sitesi A3","Marmara Mahallesi 234 Sokağı  No:4  Erguvan Konutları A3 Blok Merdiven Beylikdüzü / İSTANBUL","0","170","40.9267519","29.282809"
"3042","ŞRJ/15047",,,"Zeplin Erguvan Sitesi A4","Marmara Mahallesi Aydın Menderes Caddesi 234 Sokağı  No:A4 Beylikdüzü / İSTANBUL","0","170","40.9267519","29.282809"
"3043","ŞRJ/15051",,,"Olimpa AVM-2","Şair Mahallesi Erdem Beyazıt Caddesi  No:5 Başakşehir / İSTANBUL","0","153","41.0926187","28.7989771"
"3044","ŞRJ/15056",,,"Venara Bağcılar","Yenimahalle Mahallesi Hakan Sokağı  No:11  34100 Bağcılar / İSTANBUL","0","68","41.0399561","28.8378179"
"3045","ŞRJ/3180",,,"ULUDAĞ FLORYA","Florya Mahallesi  No:12 Bakırköy / İSTANBUL","0","165","41.0082376","28.9783589"
"3046","ŞRJ/1403",,,"VADİSTANBUL PARK","Ayazağa Mahallesi Kemerburgaz Caddesi Sarıyer / İSTANBUL","0","165","41.0082376","28.9783589"
"3047","ŞRJ/2261",,,"WEST SİDE 2 SİTESİ","Barış Mahallesi Mehmetçik Caddesi  No:2/1 Beylikdüzü / İSTANBUL","0","165","41.0049289","28.6519713"
"3048","ŞRJ/2260",,,"WEST SİDE 2","Barış Mahallesi Mehmetçik Caddesi  No:2/1 Beylikdüzü / İSTANBUL","0","165","41.0102629","28.6523971"
"3049","ŞRJ/562",,,"WYNDHAM GRAND ISTANBUL EUROPE","Güneşli Mahallesi Yavuz Sultan Selim Caddesi  No:1-3 Bağcılar / İSTANBUL","0","165","41.0268","28.814473"
"3050","ŞRJ/1553",,,"YALI ATAKÖY","Zeytinlik Mahallesi Rauf Orbay Caddesi  No:4 Bakırköy / İSTANBUL","0","165","40.9756342","28.8613668"
"3051","ŞRJ/14586",,,"YILDIZPARK MODERN SİTESİ","Yıldıztabya Mahallesi Berceste Sokağı  No:172-174 Gaziosmanpaşa / İSTANBUL","0","165","41.0687152","28.927644"
"3052","ŞRJ/6148",,,"YÜKSELEN OTO YENİBOSNA","Çobançeşme Mahallesi Kırmızı Sokağı  No:16 Bahçelievler / İSTANBUL","0","165","40.9931249","28.8290485"
"3053","ŞRJ/4288",,,"Borusan Boru Halkalı","Fevzi Çakmak Mahallesi Halkalı Caddesi  No:154 Küçükçekmece / İSTANBUL","0","3","41.0105392","28.7934928"
"3054","ŞRJ/5396",,,"Levent Loft","Esentepe Mahallesi Oto Çık. Sokağı  No:4 Kağıthane / İSTANBUL","0","3","41.080865","29.010364"
"3055","ŞRJ/10125",,,"Mercedes Akçaburgaz","Akçaburgaz Mahallesi Şüleyman Şah Caddesi  No:2 Esenyurt / İSTANBUL","0","3","41.0654136","28.6323132"
"3056","ŞRJ/12565",,,"PO Ataköy (Kartaltepe)","7-8-9-10 Kısım Mahallesi Çobançeşme E5 Yan Yol Caddesi Bakırköy / İSTANBUL","0","3","40.9864878","28.8800691"
"3057","ŞRJ/12567",,,"PO Kemerburgaz","Göktürk Merkez Mahallesi İstanbul Caddesi  No:36 Eyüpsultan / İSTANBUL","0","3","41.162201","28.924021"
"3058","ŞRJ/12568",,,"PO Büyükçekmece (Mimaroba)","Ekinoba Mahallesi  No:9 Büyükçekmece / İSTANBUL","0","3","41.0039299","28.537482"
"3059","ŞRJ/12569",,,"PO Tekstilkent","Oruçreis Mahallesi Giyimkent Caddesi  No:4A Esenler / İSTANBUL","0","3","41.0689466","28.8635257"
"3060","ŞRJ/6171",,,"AVRUPA KONUTLARI BAŞAKŞEHİR 1.ETAP","Kayabaşı Mahallesi . Caddesi  No:55A/1 Başakşehir / İSTANBUL","0","165","41.1015173","28.7897558"
"3061","ŞRJ/1397",,,"OASIS CADDE","15 Temmuz Mahallesi Bahar Caddesi  No:45 Bağcılar / İSTANBUL","0","165","41.0408999","28.8098101"
"3062","ŞRJ/3798",,,"Borusan Oto Avcılar","Üniversite Mahallesi  No:19 Avcılar / İSTANBUL","0","3","41.0153479","28.7314618"
"3063","ŞRJ/3893",,,"Borusan Oto İstinye","Sarıyer Caddesi  No:77 Sarıyer / İSTANBUL","0","3","41.120244","29.0473021"
"3064","ŞRJ/14363",,,"PO Kağıthane","Çağlayan Mahallesi Okul Caddesi  No:20 Kağıthane / İSTANBUL","0","3","41.0814028","28.9819731"
"3065","ŞRJ/14643",,,"PO Küçükçekmece (Sefaköy)","Tevfikbey Mahallesi Halkalı Caddesi  No:150 Küçükçekmece / İSTANBUL","0","3","40.998305","28.798068"
"3066","ŞRJ/12566",,,"PO Sefaköy (Cennet)","Yeşilova Cennet Mahallesi Reşat Bey Sokağı  No:98 Küçükçekmece / İSTANBUL","0","3","40.998305","28.798068"
"3067","ŞRJ/12989",,,"Bi' Mola Çiftalan","Çiftalan Mahallesi Kuzey Marmara Otoyolu Caddesi Eyüpsultan / İSTANBUL","0","3","41.2360786","28.9077152"
"3068","ŞRJ/4287",,,"Borusan Oto Vadi","Hamidiye Mahallesi Selçuklu Caddesi  No:10 Kağıthane / İSTANBUL","0","3","41.0108192","28.6996455"
"3069","ŞRJ/12570",,,"PO Zeytinburnu (Kıral)","Maltepe Mahallesi Lodra Asfaltı Caddesi  No:42/A-B-C Zeytinburnu / İSTANBUL","0","3","40.990635","28.89614"
"3070","ŞRJ/15442",,,"PO Arnavutköy (Dinç)","Hadımköy İstanbul Caddesi  No:280 Arnavutköy / İSTANBUL","0","3","41.2131248","28.7198004"
"3071","ŞRJ/13349",,,"Bi' Mola Odayeri","Çiftalan Mahallesi Kuzey Marmara Otoyolu Caddesi Eyüpsultan / İSTANBUL","0","3","41.2367","28.8564"
"3072","ŞRJ/13347",,,"Bi' Mola Işıklar","Kuzey Marmara Oto Yolu Caddesi 3.boğaz Köprüsü Şantiyesi Sokağı  Fenertepe Mevkii Sultangazi / İSTANBUL","0","3","41.1977416","28.8250046"
"3073","ŞRJ/13234",,,"Bi' Mola Fenertepe","Kuzey Marmara Otoyolu Caddesi 3.boğaz Köprüsü Şantiyesi Sokağı  Fenertepe Mevkii Sultangazi / İSTANBUL","0","3","41.1974773","28.8229527"
"3074","ŞRJ/7026",,,"CV Charging-EGS Business Park","Yeşilköy Mahallesi Atatürk Caddesi  No:12 Bakırköy / İSTANBUL","0","29","40.9868143","28.8325301"
"3075","ŞRJ/8164",,,"CV Charging/Ginza Lavinya Park Evleri /AC 44 kW","Barış Mahallesi Belediye Caddesi  No:30 Beylikdüzü / İSTANBUL","0","29","41.0091265","28.6534996"
"3076","ŞRJ/7096",,,"CV Charging- Semerkandline AVM","Barış Mahallesi Adakan Caddesi Peyami Safa Sokağı  No:1 /AVM Dükkan Beylikdüzü / İSTANBUL","0","29","41.0059462","28.6503037"
"3077","ŞRJ/10086",,,"CV Charging- İstanbul Evleri Han 7 / AC 44 kW","Namık Kemal Mahallesi Kazım Bekir Caddesi  No:A/4  İsthanbul Evleri Esenyurt / İSTANBUL","0","29","41.0082376","28.9783589"
"3078","ŞRJ/12824",,,"EMLAK KONUT ISPARTAKULE EVLERİ 622 ADA","Tahtakale Mahallesi Saray Patı Sokağı  No:1/1 Avcılar / İSTANBUL","0","165","41.0781815","28.7065776"
"3079","ŞRJ/15473",,,"zekeriyaköy dönmez sokak köyiçi","Zekeriyaköy Mahallesi Dönmez Sokağı  No:0 Sarıyer / İSTANBUL","0","36","41.1967992","29.0285373"
"3080","ŞRJ/15451",,,"Türk Telekom Eminönü (Tahtakale) Santral Binası","Tahtakale Mahallesi Vasıfçınar Caddesi  No:23 Fatih / İSTANBUL","0","40","41.01578","28.9693591"
"3081","ŞRJ/15466",,,"Türk Telekom Esenyurt Veri Merkezi","Orhan Gazi Mahallesi  No:20 B Esenyurt / İSTANBUL","0","40","41.0724042","28.6572737"
"3082","ŞRJ/13585",,,"SEBA NEST SİTESİ","Merkez Mahallesi Develi Caddesi  No:3 Kağıthane / İSTANBUL","0","32","41.0082376","28.9783589"
"3083","ŞRJ/15491",,,"BY TOPÇU","Maden Mahallesi Söğüt Sokağı  No:215 Sarıyer / İSTANBUL","0","36","41.0082376","28.9783589"
"3084","ŞRJ/15495",,,"DOĞUŞ GIDA","Ayazağa Mahallesi Hadımkoruyolu Caddesi  No:29 Sarıyer / İSTANBUL","0","36","41.1219011","29.0065582"
"3085","ŞRJ/15496",,,"Demir Country Migros","Kavaklı Mahallesi Yeşilyurt Caddesi  No:17 Beylikdüzü / İSTANBUL","0","124","41.0082376","28.9783589"
"3086","ŞRJ/15505",,,"Huqqa Cafe Kuruçeşme","Kuruçeşme Mahallesi Muallim Naci Caddesi  No:56 Beşiktaş / İSTANBUL","0","153","41.0616299","29.0329"
"3087","ŞRJ/15507",,,"Divan Bomonti  Şişli","Cumhuriyet Mahallesi İncirilidede Caddesi  No:4 Şişli / İSTANBUL","0","90","41.0561951","28.9792356"
"3088","ŞRJ/15508",,,"HMB DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ DÖNER SERMAYE SAYMANLIĞI","Dikilitaş Mahallesi Yenidoğan Sokağı  No:55 Beşiktaş / İSTANBUL","0","121","41.0082376","28.9783589"
"3089","ŞRJ/15494",,,"Marmara Forum Açık Otopark","Osmaniye Mahallesi Çobançeşme Koşuyolu Caddesi  No:3 Bakırköy / İSTANBUL","0","151","40.9966713","28.8865714"
"3090","ŞRJ/13969",,,"İhlas Marmara Evleri Küçük Ada A-37 Blok","Marmara Mahallesi Muhtar Caddesi Beylikdüzü / İSTANBUL","0","153","41.0082376","28.9783589"
"3091","ŞRJ/8449",,,"TOGER - KIZKULESİ SİTESİ","Kayaşehir Mahallesi  11.bölge Toki Konutları Başakşehir / İSTANBUL","0","150","41.0211216","29.0041105"
"3092","ŞRJ/10621",,,"ATAKÖY TOWERS 1","Ataköy 7-8-9-10 Kısım Mahallesi Çobançeşme E-5 Yanyol Caddesi  No:20 Bakırköy / İSTANBUL","0","151","40.9915675","28.8342445"
"3093","ŞRJ/10624",,,"ATAKÖY TOWERS 2","Ataköy 7-8-9-10. Kısım Mahallesi Çobançeşme E-5 Yanyol Caddesi  No:20 Bakırköy / İSTANBUL","0","151","40.9915675","28.8342445"
"3094","ŞRJ/6185",,,"ADAR AKARYAKIT","Merkez Mahallesi Eski Edirne Asfaltı Caddesi  No:36 Gaziosmanpaşa / İSTANBUL","0","151","41.0580658","28.9062793"
"3095","ŞRJ/3280",,,"DOĞU SANAYİ","Yenibosna Merkez Mahallesi Prof. Dr. Nevzat Pısak Caddesi  No:4 /16 Bahçelievler / İSTANBUL","0","151","41.015048","28.817912"
"3096","ŞRJ/9353",,,"FERAH RESIDENCE","Barbaros Hayrettin Paşa Mahallesi 1993. Sokağı  No:47 Esenyurt / İSTANBUL","0","151","41.0178163","28.6392352"
